run_id,entity_id,category,source_url,fetched_at,raw,amount,amount_max,currency,unit,kind,source,context,date_raw,date,tax_included
80c248dd5eb3,01692ac465aab96303f7515b,flight,https://www.bestprice.vn/ve-may-bay/thai-airways,2026-09-19T12:47:37.128426+00:00,260 USD,260.0,,USD,,reference,html,Một số đường bay của Thai Airways khởi hành từ Việt Nam | Singapore (SIN) | ~ 260 USD | ~ 170 USD,,,
80c248dd5eb3,01692ac465aab96303f7515b,flight,https://www.bestprice.vn/ve-may-bay/thai-airways,2026-09-19T12:47:37.128426+00:00,170 USD,170.0,,USD,,reference,html,Một số đường bay của Thai Airways khởi hành từ Việt Nam | Singapore (SIN) | ~ 260 USD | ~ 170 USD,,,
80c248dd5eb3,01ab7769407bdfe62239263f,cruise,https://www.bestprice.vn/du-thuyen-ha-long/du-thuyen-aquamarine-89.html,2026-09-19T15:20:05.218875+00:00,4 đ,4.0,,VND,,reference,html,"Quy định dịch vụ | Trẻ em (4 đến 10 tuổi) | Từ 5 - dưới 7 tuổi: Tính 50% giá người lớn, ăn ngủ cùng bố mẹ. Từ 7 – dưới 11 tuổi: Tính 75% giá người lớn, ăn ngủ cùng bố mẹ hoặc sử dụng giường phụ Trên 11 tuổi: Tính như người lớn",,,
80c248dd5eb3,01ab7769407bdfe62239263f,cruise,https://www.bestprice.vn/du-thuyen-ha-long/du-thuyen-aquamarine-89.html,2026-09-19T15:20:05.218875+00:00,5990000 VND,5990000.0,,VND,,from,jsonld,structured offer; travel dates unspecified,,,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,3.610.000đ,3610000.0,,VND,,calendar_reference,html,VJ-855,01/10/2026,2026-10-01,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.510.000đ,2510000.0,,VND,,calendar_reference,html,VJ-855,02/10/2026,2026-10-02,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,3.010.000đ,3010000.0,,VND,,calendar_reference,html,VJ-855,03/10/2026,2026-10-03,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,14.714.000đ,14714000.0,,VND,,calendar_reference,html,VN-631,04/10/2026,2026-10-04,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.980.000đ,2980000.0,,VND,,calendar_reference,html,VJ-855,05/10/2026,2026-10-05,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.510.000đ,2510000.0,,VND,,calendar_reference,html,VJ-855,06/10/2026,2026-10-06,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.510.000đ,2510000.0,,VND,,calendar_reference,html,VJ-855,07/10/2026,2026-10-07,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.510.000đ,2510000.0,,VND,,calendar_reference,html,VJ-855,08/10/2026,2026-10-08,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.510.000đ,2510000.0,,VND,,calendar_reference,html,VJ-855,09/10/2026,2026-10-09,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,10/10/2026,2026-10-10,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.510.000đ,2510000.0,,VND,,calendar_reference,html,VJ-855,11/10/2026,2026-10-11,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,12/10/2026,2026-10-12,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,13/10/2026,2026-10-13,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,14/10/2026,2026-10-14,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,15/10/2026,2026-10-15,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,16/10/2026,2026-10-16,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,17/10/2026,2026-10-17,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,18/10/2026,2026-10-18,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,19/10/2026,2026-10-19,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,20/10/2026,2026-10-20,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,21/10/2026,2026-10-21,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,22/10/2026,2026-10-22,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.510.000đ,2510000.0,,VND,,calendar_reference,html,VJ-855,23/10/2026,2026-10-23,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,15.342.000đ,15342000.0,,VND,,calendar_reference,html,VN-631,24/10/2026,2026-10-24,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,3.010.000đ,3010000.0,,VND,,calendar_reference,html,VJ-855,25/10/2026,2026-10-25,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.510.000đ,2510000.0,,VND,,calendar_reference,html,VJ-855,26/10/2026,2026-10-26,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,27/10/2026,2026-10-27,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,28/10/2026,2026-10-28,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,29/10/2026,2026-10-29,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,30/10/2026,2026-10-30,
80c248dd5eb3,01b0bbe7ef6ac748e8df2a57,flight,https://www.bestprice.vn/ve-may-bay/ho-chi-minh-di-jakarta,2026-09-19T13:54:00.393598+00:00,2.040.000đ,2040000.0,,VND,,calendar_reference,html,VJ-855,31/10/2026,2026-10-31,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,01/10/2026,2026-10-01,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,02/10/2026,2026-10-02,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,03/10/2026,2026-10-03,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,04/10/2026,2026-10-04,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,05/10/2026,2026-10-05,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,06/10/2026,2026-10-06,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,07/10/2026,2026-10-07,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,08/10/2026,2026-10-08,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,09/10/2026,2026-10-09,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-464,10/10/2026,2026-10-10,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,11/10/2026,2026-10-11,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,12/10/2026,2026-10-12,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,13/10/2026,2026-10-13,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,14/10/2026,2026-10-14,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,15/10/2026,2026-10-15,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,16/10/2026,2026-10-16,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,790.000đ,790000.0,,VND,,calendar_reference,html,VN-6344,17/10/2026,2026-10-17,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,18/10/2026,2026-10-18,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,19/10/2026,2026-10-19,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,20/10/2026,2026-10-20,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,21/10/2026,2026-10-21,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,22/10/2026,2026-10-22,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,23/10/2026,2026-10-23,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-466,24/10/2026,2026-10-24,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-460,25/10/2026,2026-10-25,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-460,26/10/2026,2026-10-26,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-460,27/10/2026,2026-10-27,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-460,28/10/2026,2026-10-28,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-460,29/10/2026,2026-10-29,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-460,30/10/2026,2026-10-30,
80c248dd5eb3,02093758139aef99819b1eb4,flight,https://www.bestprice.vn/ve-may-bay/can-tho-di-ha-noi,2026-09-20T05:02:44.658980+00:00,490.000đ,490000.0,,VND,,calendar_reference,html,VJ-460,31/10/2026,2026-10-31,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,10.590.000đ,10590000.0,,VND,,original,html,product headline,,,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,9.590.000đ,9590000.0,,VND,,from,html,product headline,,,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,10.590.000đ,10590000.0,,VND,,original,html,23/09/2026 Còn chỗ Bay Vietjet Air 10.590.000đ 9.590.000đ Giữ chỗ ngay,go_url('https://www.bestprice.vn/tour/book-tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html?startdate=23%2F09%2F2026&departure_id=4286&accid=4972'),2026-09-23,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,9.590.000đ,9590000.0,,VND,,departure,html,23/09/2026 Còn chỗ Bay Vietjet Air 10.590.000đ 9.590.000đ Giữ chỗ ngay,go_url('https://www.bestprice.vn/tour/book-tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html?startdate=23%2F09%2F2026&departure_id=4286&accid=4972'),2026-09-23,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,10.590.000đ,10590000.0,,VND,,original,html,30/09/2026 Còn chỗ Bay Vietjet Air 10.590.000đ 9.590.000đ Giữ chỗ ngay,go_url('https://www.bestprice.vn/tour/book-tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html?startdate=30%2F09%2F2026&departure_id=4286&accid=4972'),2026-09-30,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,9.590.000đ,9590000.0,,VND,,departure,html,30/09/2026 Còn chỗ Bay Vietjet Air 10.590.000đ 9.590.000đ Giữ chỗ ngay,go_url('https://www.bestprice.vn/tour/book-tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html?startdate=30%2F09%2F2026&departure_id=4286&accid=4972'),2026-09-30,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,10.590.000đ,10590000.0,,VND,,original,html,07/10/2026 Còn chỗ Bay Vietjet Air 10.590.000đ 9.590.000đ Giữ chỗ ngay,go_url('https://www.bestprice.vn/tour/book-tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html?startdate=07%2F10%2F2026&departure_id=4286&accid=4972'),2026-10-07,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,9.590.000đ,9590000.0,,VND,,departure,html,07/10/2026 Còn chỗ Bay Vietjet Air 10.590.000đ 9.590.000đ Giữ chỗ ngay,go_url('https://www.bestprice.vn/tour/book-tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html?startdate=07%2F10%2F2026&departure_id=4286&accid=4972'),2026-10-07,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,10.590.000đ,10590000.0,,VND,,original,html,14/10/2026 Còn chỗ Bay Vietjet Air 10.590.000đ 9.590.000đ Giữ chỗ ngay,go_url('https://www.bestprice.vn/tour/book-tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html?startdate=14%2F10%2F2026&departure_id=4286&accid=4972'),2026-10-14,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,9.590.000đ,9590000.0,,VND,,departure,html,14/10/2026 Còn chỗ Bay Vietjet Air 10.590.000đ 9.590.000đ Giữ chỗ ngay,go_url('https://www.bestprice.vn/tour/book-tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html?startdate=14%2F10%2F2026&departure_id=4286&accid=4972'),2026-10-14,
80c248dd5eb3,023b3c9742e75e1e05f142e8,tour,https://www.bestprice.vn/tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html,2026-09-19T12:50:35.305510+00:00,10.590.000đ,10590000.0,,VND,,original,html,21/10/2026 Còn chỗ Bay Vietjet Air 10.590.000đ 9.590.000đ Giữ chỗ ngay,go_url('https://www.bestprice.vn/tour/book-tour/sac-vang-tay-bac-tphcm-nghia-lo-tu-le-mu-cang-chai-sapa-fansipan-bac-ha-2352.html?startdate=21%2F10%2F2026&departure_id=4286&accid=4972'),2026-10-21,
